board state,rotation,x_pos,reward
"[[0, 0, 0], [0, 0, 1], [0, 1, 1], [1, 1, 1]][[1]]",1,1,7.102828170942113
"[[0, 0, 0], [0, 1, 0], [0, 1, 1], [1, 1, 1]][[1]]",2,2,6.125176841381071
"[[1, 0, 0], [1, 0, 0], [1, 0, 1], [1, 1, 1]][[1]]",3,1,11.928307237413794
"[[0, 0, 0], [0, 0, 1], [0, 1, 1], [1, 1, 1]][[1]]",0,2,8.681145161915717
"[[0, 0, 0], [0, 0, 1], [0, 0, 1], [1, 1, 1]][[1]]",2,2,4.776822084125742
"[[0, 0, 0], [0, 1, 1], [0, 1, 1], [1, 1, 1]][[1]]",2,1,-9.754557186412889
"[[0, 0, 0], [0, 0, 0], [0, 1, 0], [1, 1, 1]][[1]]",0,1,6.092039932560996
"[[0, 0, 0], [0, 1, 0], [0, 1, 0], [1, 1, 1]][[1]]",1,0,4.549208750258341
"[[0, 0, 0], [0, 1, 0], [1, 1, 0], [1, 1, 1]][[1]]",1,1,-10.542031191641014
"[[1, 0, 0], [1, 0, 0], [1, 1, 0], [1, 1, 1]][[1]]",1,2,8.329449047070387
"[[0, 0, 0], [0, 0, 0], [0, 1, 0], [1, 1, 1]][[1]]",3,0,4.91733393638351
"[[0, 0, 0], [0, 0, 0], [1, 1, 0], [1, 1, 1]][[1]]",2,1,3.2410963326514697
"[[0, 0, 0], [0, 0, 1], [0, 0, 1], [1, 1, 1]][[1]]",0,2,4.785943696244146
"[[0, 0, 1], [0, 0, 1], [0, 0, 1], [1, 1, 1]][[1]]",0,1,2.800401733633028
"[[0, 0, 1], [0, 0, 1], [1, 0, 1], [1, 1, 1]][[1]]",1,1,12.897084160216922
"[[0, 0, 0], [0, 0, 1], [0, 1, 1], [1, 1, 1]][[1]]",2,2,6.848105664057898
"[[0, 0, 1], [0, 1, 1], [0, 1, 1], [1, 1, 1]][[1]]",1,0,14.713929164769665
"[[0, 0, 1], [0, 0, 1], [0, 1, 1], [1, 1, 1]][[1]]",3,0,11.165465224498636
"[[0, 0, 1], [0, 1, 1], [0, 1, 1], [1, 1, 1]][[1]]",0,1,-11.7922965444887
"[[0, 0, 0], [0, 0, 0], [0, 1, 0], [1, 1, 1]][[1]]",2,0,12.445896771249426
"[[0, 0, 0], [0, 1, 0], [1, 1, 0], [1, 1, 1]][[1]]",1,2,5.433854077348166
"[[0, 0, 0], [1, 0, 0], [1, 0, 0], [1, 1, 1]][[1]]",2,1,12.146672098513447
"[[0, 0, 0], [1, 0, 0], [1, 1, 0], [1, 1, 1]][[1]]",2,2,13.683201621469738
"[[0, 0, 1], [0, 0, 1], [1, 0, 1], [1, 1, 1]][[1]]",1,0,2.987437912897883
"[[0, 0, 1], [0, 0, 1], [0, 0, 1], [1, 1, 1]][[1]]",0,2,1.365696515528338
"[[1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 1, 1]][[1]]",2,1,2.549973137155108
"[[0, 0, 0], [1, 1, 0], [1, 1, 0], [1, 1, 1]][[1]]",3,1,-11.043917232446553
"[[1, 0, 0], [1, 0, 1], [1, 0, 1], [1, 1, 1]][[1]]",2,2,20.417943701900587
"[[0, 0, 1], [1, 0, 1], [1, 0, 1], [1, 1, 1]][[1]]",3,0,12.280610461925779
"[[0, 0, 1], [0, 0, 1], [0, 1, 1], [1, 1, 1]][[1]]",0,0,7.5081888147977205
"[[0, 0, 0], [0, 1, 1], [0, 1, 1], [1, 1, 1]][[1]]",2,2,7.289355573629399
"[[0, 0, 1], [1, 0, 1], [1, 0, 1], [1, 1, 1]][[1]]",0,2,2.8006608057835103
"[[0, 0, 1], [1, 0, 1], [1, 0, 1], [1, 1, 1]][[1]]",2,0,15.28826179492147
"[[0, 0, 1], [0, 0, 1], [0, 0, 1], [1, 1, 1]][[1]]",3,1,5.148607947260549
"[[0, 0, 0], [0, 1, 0], [0, 1, 0], [1, 1, 1]][[1]]",0,1,-8.033819395546182
"[[0, 0, 0], [0, 0, 0], [1, 1, 0], [1, 1, 1]][[1]]",1,2,15.706135045254182
"[[1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 1, 1]][[1]]",3,2,4.9271152056317264
"[[0, 0, 0], [0, 1, 0], [1, 1, 0], [1, 1, 1]][[1]]",3,1,-7.770018758291313
"[[0, 0, 0], [0, 0, 0], [0, 1, 1], [1, 1, 1]][[1]]",2,2,7.699822041157866
"[[0, 0, 0], [0, 1, 0], [1, 1, 0], [1, 1, 1]][[1]]",3,2,7.431865865161843
"[[1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 1, 1]][[1]]",1,1,5.182298788467595
"[[0, 0, 1], [0, 0, 1], [0, 0, 1], [1, 1, 1]][[1]]",1,1,3.7842927600691265
"[[0, 0, 1], [0, 0, 1], [0, 1, 1], [1, 1, 1]][[1]]",3,1,7.285113724761712
"[[0, 0, 0], [0, 1, 0], [0, 1, 1], [1, 1, 1]][[1]]",2,1,-11.483377975271113
"[[1, 0, 0], [1, 0, 0], [1, 1, 0], [1, 1, 1]][[1]]",2,2,1.9022937711284742
"[[0, 0, 0], [0, 0, 0], [1, 1, 0], [1, 1, 1]][[1]]",2,0,9.379144092286541
"[[0, 0, 0], [0, 0, 1], [1, 0, 1], [1, 1, 1]][[1]]",3,1,13.56521428895872
"[[0, 0, 0], [0, 1, 0], [0, 1, 0], [1, 1, 1]][[1]]",2,1,-12.191193748651713
"[[0, 0, 1], [0, 0, 1], [0, 1, 1], [1, 1, 1]][[1]]",1,1,4.87765751867666
"[[0, 0, 0], [0, 1, 0], [0, 1, 0], [1, 1, 1]][[1]]",0,2,6.169273490983469
"[[0, 0, 0], [0, 1, 0], [0, 1, 1], [1, 1, 1]][[1]]",3,1,-5.561269695966765
"[[0, 0, 0], [1, 1, 0], [1, 1, 0], [1, 1, 1]][[1]]",1,2,4.858902310271627
"[[0, 0, 0], [0, 1, 0], [0, 1, 0], [1, 1, 1]][[1]]",2,2,0.26478298304419545
"[[0, 0, 1], [0, 0, 1], [0, 0, 1], [1, 1, 1]][[1]]",2,1,3.4927465220953446
"[[0, 0, 0], [1, 0, 0], [1, 1, 0], [1, 1, 1]][[1]]",0,0,2.838271122759893
"[[0, 0, 1], [1, 0, 1], [1, 0, 1], [1, 1, 1]][[1]]",3,2,2.9654779023760938
"[[0, 0, 0], [1, 1, 0], [1, 1, 0], [1, 1, 1]][[1]]",2,0,6.010494536049706
"[[1, 0, 0], [1, 1, 0], [1, 1, 0], [1, 1, 1]][[1]]",0,1,-8.969584177407523
"[[1, 0, 0], [1, 0, 0], [1, 1, 0], [1, 1, 1]][[1]]",0,1,6.128825158828899
"[[0, 0, 0], [0, 1, 0], [0, 1, 0], [1, 1, 1]][[1]]",2,0,2.2151132124167736
"[[0, 0, 0], [1, 1, 0], [1, 1, 0], [1, 1, 1]][[1]]",0,0,5.4555739608385965
"[[1, 0, 0], [1, 1, 0], [1, 1, 0], [1, 1, 1]][[1]]",1,1,-11.015979155141872
"[[0, 0, 0], [0, 1, 0], [1, 1, 0], [1, 1, 1]][[1]]",0,2,6.4574834598746715
"[[0, 0, 0], [0, 1, 1], [0, 1, 1], [1, 1, 1]][[1]]",1,1,-5.38265556036214
"[[0, 0, 1], [0, 0, 1], [0, 0, 1], [1, 1, 1]][[1]]",1,0,2.5369453027336624
"[[1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 1, 1]][[1]]",3,1,0.964953609816477
"[[0, 0, 1], [0, 1, 1], [0, 1, 1], [1, 1, 1]][[1]]",3,0,2.8841335156565773
"[[0, 0, 0], [0, 1, 0], [1, 1, 0], [1, 1, 1]][[1]]",3,0,1.3135780689003003
"[[0, 0, 0], [0, 1, 0], [0, 1, 1], [1, 1, 1]][[1]]",3,0,6.6301193618006256
"[[0, 0, 1], [0, 0, 1], [0, 0, 1], [1, 1, 1]][[1]]",3,0,1.5317667328173539
